SeniorCitizen,tenure,MonthlyCharges,TotalCharges,AvgMonthlyCharges,ChargeRatio,TotalServices,HasProtectionServices,HasAnyProtection,HasStreamingServices,HasAnyStreaming,LongTermAutoPayment,HighRiskCustomer,HasPaperlessBilling,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,Gender_encoded,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,19.2,19.2,19.2,1.0,1,0,0,0,0,0,1,1,0,1,1,1,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,6,79.05,434.5,72.41666666666667,0.9160868648534684,4,1,1,0,0,0,1,1,0,0,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,12,79.8,1001.2,83.43333333333334,1.0455304928989142,4,1,1,0,0,0,1,1,0,0,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,61,106.35,6751.35,110.67786885245903,1.0406945825337004,7,2,1,2,1,0,1,1,1,0,1,1,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,43,19.65,779.25,18.122093023255815,0.9222439197585657,1,0,0,0,0,1,0,1,0,0,1,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,30,40.3,1172.95,39.098333333333336,0.9701819685690654,3,1,1,1,1,0,1,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,22,55.15,1193.05,54.22954545454545,0.9833099810434353,4,2,1,0,0,1,0,1,0,0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0,52,23.05,1255.1,24.13653846153846,1.0471383280493907,2,0,0,0,0,0,0,0,1,1,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,56.25,56.25,56.25,1.0,3,0,0,1,1,0,1,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,57,94.7,5468.95,95.94649122807017,1.0131625261675836,6,2,1,1,1,0,0,0,0,0,1,0,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
0,72,54.2,3937.45,54.68680555555555,1.0089816523165231,5,2,1,2,1,0,0,1,1,0,0,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,42,103.8,4327.5,103.03571428571429,0.9926369391687312,7,3,1,2,1,0,0,1,0,0,1,1,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,15,19.8,272.95,18.196666666666665,0.919023569023569,1,0,0,0,0,0,1,0,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,64,81.05,5135.35,80.23984375,0.9900042412091302,4,2,1,0,0,0,1,0,1,1,1,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,47,84.95,4018.05,85.4904255319149,1.0063616896046486,4,1,1,1,1,1,0,1,1,1,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,2,29.05,44.75,22.375,0.770223752151463,2,1,1,0,0,0,0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,20.2,20.2,20.2,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,50.7,50.7,50.7,1.0,3,1,1,0,0,0,1,1,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,72,113.1,8248.5,114.5625,1.0129310344827587,9,4,1,2,1,1,0,1,1,1,1,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,32,89.6,2901.8,90.68125,1.0120675223214286,5,1,1,1,1,0,1,0,1,1,1,0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,74.45,74.45,74.45,1.0,3,0,0,0,0,0,1,1,1,0,1,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,71,47.6,3377.8,47.57464788732395,0.9994673925908393,5,4,1,0,0,1,0,1,1,0,0,1,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,15,75.1,1151.55,76.77,1.0222370173102528,3,1,1,0,0,0,1,0,1,1,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,47,95.2,4563.0,97.08510638297872,1.019801537636331,5,0,0,2,1,1,0,1,1,0,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,34,97.7,3410.0,100.29411764705883,1.0265518694683604,6,1,1,2,1,0,0,1,1,1,1,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,50,103.85,5017.9,100.35799999999999,0.9663745787193067,7,2,1,2,1,0,0,1,1,1,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,10,20.0,198.7,19.869999999999997,0.9934999999999999,1,0,0,0,0,0,0,0,0,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,8,92.1,729.95,91.24375,0.9907030401737243,5,1,1,2,1,0,1,1,0,0,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,23,19.65,436.9,18.995652173913044,0.9666998561787808,1,0,0,0,0,0,0,0,1,1,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,7,74.9,490.55,70.07857142857144,0.9356284569902726,3,1,1,0,0,0,1,1,0,0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,23,84.25,1968.1,85.5695652173913,1.0156624951619146,5,2,1,0,0,0,1,0,1,0,1,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,72,90.95,6652.45,92.39513888888888,1.0158893775578766,9,4,1,2,1,1,0,0,1,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,30,85.15,2555.9,85.19666666666667,1.0005480524564494,4,1,1,1,1,0,1,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,31,50.4,1580.1,50.97096774193548,1.0113287250384024,5,3,1,1,1,1,0,1,1,0,0,1,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,3,107.95,313.6,104.53333333333335,0.9683495445422263,7,2,1,2,1,0,1,0,0,0,1,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
1,24,20.3,459.95,19.164583333333333,0.9440681444991789,1,0,0,0,0,0,1,1,0,0,1,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,62,74.3,4698.05,75.775,1.0198519515477795,6,2,1,2,1,1,0,1,0,0,1,1,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
0,37,40.2,1448.8,39.15675675675676,0.9740486755412128,4,3,1,0,0,0,0,0,1,1,0,0,1,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,62,19.2,1123.65,18.123387096774195,0.9439264112903227,1,0,0,0,0,1,0,1,0,0,1,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,11,73.5,791.75,71.97727272727273,0.979282622139765,3,1,1,0,0,0,1,1,0,0,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,10,36.25,374.0,37.4,1.0317241379310345,3,2,1,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,37,101.9,3545.35,95.82027027027027,0.9403363127602578,7,2,1,2,1,0,0,1,0,0,1,1,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,72,25.1,1789.9,24.859722222222224,0.9904271801682161,2,0,0,0,0,1,0,1,0,0,1,1,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,19,84.75,1651.95,86.94473684210527,1.0258965999068468,5,2,1,0,0,0,1,1,0,0,1,1,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,19.6,19.6,19.6,1.0,1,0,0,0,0,0,1,1,0,0,1,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,23,73.65,1642.75,71.42391304347827,0.969774786741049,6,1,1,2,1,0,0,1,1,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1,43,109.55,4830.25,112.3313953488372,1.0253892774882447,8,3,1,2,1,0,0,1,1,0,1,1,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
0,46,94.9,4422.95,96.15108695652174,1.01318321345123,6,2,1,1,1,1,0,1,0,0,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,9,20.4,184.1,20.455555555555556,1.002723311546841,1,0,0,0,0,0,1,0,0,1,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,24,19.7,494.05,20.585416666666667,1.044945008460237,1,0,0,0,0,0,0,1,1,1,1,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,8,100.15,908.55,113.56875,1.1339865202196704,6,1,1,2,1,0,0,1,0,0,1,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
0,10,85.95,858.6,85.86,0.9989528795811519,4,0,0,1,1,0,1,0,1,1,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,71,70.85,4973.4,70.04788732394366,0.9886787201685767,6,3,1,1,1,1,0,1,1,1,1,1,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
0,5,30.5,167.2,33.44,1.0963934426229507,2,1,1,0,0,0,1,1,1,1,0,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,41,83.75,3273.55,79.84268292682927,0.9533454677830361,5,2,1,0,0,0,0,1,1,0,1,1,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,58,71.6,4230.25,72.9353448275862,1.0186500674243886,7,4,1,0,0,1,0,0,1,1,1,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,3,69.95,220.45,73.48333333333333,1.0505122706695258,5,1,1,2,1,0,0,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,67,19.4,1284.2,19.16716417910448,0.9879981535620865,1,0,0,0,0,1,0,1,1,1,1,1,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,13,30.85,394.1,30.315384615384616,0.982670489963845,2,1,1,0,0,0,0,1,0,0,0,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,20.2,20.2,20.2,1.0,1,0,0,0,0,0,0,1,1,1,1,1,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,71,100.2,7209.0,101.53521126760563,1.0133254617525513,7,4,1,1,1,1,0,0,1,1,1,0,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,8,54.75,438.05,54.75625,1.0001141552511417,3,0,0,1,1,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,28,91.25,2483.65,88.70178571428572,0.9720743639921723,5,2,1,1,1,1,0,1,0,0,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
0,71,23.85,1672.1,23.55070422535211,0.987450910916231,2,0,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,67,118.35,7804.15,116.47985074626865,0.9841981474124939,9,4,1,2,1,1,0,1,0,0,1,1,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,63,89.4,5597.65,88.8515873015873,0.9938656297716698,9,4,1,2,1,1,0,1,1,1,1,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,5,80.6,415.55,83.11,1.0311414392059555,3,0,0,1,1,0,1,1,0,0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,37,78.9,2976.95,80.4581081081081,1.0197478847668962,8,4,1,1,1,0,0,1,0,0,1,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,53,111.8,5809.75,109.61792452830188,0.9804823303068148,8,3,1,2,1,1,0,1,1,0,1,1,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,12,44.55,480.6,40.050000000000004,0.8989898989898992,2,0,0,0,0,0,1,1,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,70,19.7,1341.5,19.164285714285715,0.9728063814358231,1,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,3,74.4,229.55,76.51666666666667,1.0284498207885304,3,0,0,0,0,0,1,1,0,0,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,14,82.65,1185.0,84.64285714285714,1.0241120041483016,5,2,1,0,0,0,1,1,1,0,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,61,43.7,2696.55,44.205737704918036,1.0115729451926323,5,4,1,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,4,88.45,370.65,92.6625,1.0476257772752966,4,0,0,2,1,0,1,1,0,0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,90.6,90.6,90.6,1.0,4,0,0,2,1,0,1,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,10,29.65,291.4,29.139999999999997,0.9827993254637436,2,1,1,0,0,0,1,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,23,55.3,1284.2,55.834782608695654,1.0096705715858167,4,2,1,0,0,0,0,1,0,1,1,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,27,20.6,581.85,21.55,1.0461165048543688,1,0,0,0,0,0,0,0,0,1,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,72,78.45,5682.25,78.92013888888889,1.0059928475320443,8,4,1,1,1,1,0,0,1,0,1,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0,66,50.55,3364.55,50.97803030303031,1.0084674639570783,4,1,1,2,1,1,0,0,1,1,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
0,35,109.95,3782.4,108.06857142857143,0.982888325862405,8,3,1,2,1,0,1,1,1,1,1,1,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,1,45.3,45.3,45.3,1.0,2,0,0,0,0,0,1,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,12,73.3,828.05,69.00416666666666,0.941393815370623,3,0,0,0,0,0,0,1,0,0,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,26,44.65,1156.55,44.482692307692304,0.9962529072271514,4,2,1,1,1,0,0,1,0,0,0,1,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,18,35.2,607.3,33.73888888888889,0.9584911616161615,3,2,1,0,0,0,1,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,29.8,94.4,31.46666666666667,1.0559284116331096,2,1,1,0,0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,67,20.55,1343.4,20.050746268656717,0.9757054145331735,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,12,20.3,224.5,18.708333333333332,0.9215927750410509,1,0,0,0,0,1,0,0,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,32,85.95,2628.6,82.14375,0.9557155322862129,4,0,0,1,1,0,0,1,1,0,1,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,9,85.05,746.5,82.94444444444444,0.9752433209223333,4,0,0,1,1,0,1,1,0,0,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,52,80.85,4079.55,78.45288461538462,0.9703510774939347,7,2,1,2,1,0,0,1,1,1,1,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,17,20.05,337.9,19.876470588235293,0.9913451664955257,1,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,70,45.25,3264.45,46.635,1.0306077348066298,3,0,0,2,1,0,0,1,0,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,14,86.0,1164.05,83.14642857142857,0.9668189368770764,5,2,1,0,0,0,1,1,0,1,1,1,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,18,61.5,1087.45,60.41388888888889,0.9823396567299006,5,3,1,0,0,0,0,1,1,1,1,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,46,60.75,2893.4,62.9,1.0353909465020577,6,3,1,2,1,1,0,1,0,0,0,1,1,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,13,98.0,1237.85,95.21923076923076,0.9716248037676608,6,2,1,2,1,0,1,1,1,0,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,19,78.7,1495.1,78.68947368421053,0.9998662475757373,3,0,0,1,1,0,0,1,0,0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,3,71.1,213.35,71.11666666666666,1.0002344116268167,6,3,1,1,1,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
0,62,20.65,1218.45,19.65241935483871,0.9516910099195501,1,0,0,0,0,1,0,0,1,1,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,38,20.2,735.9,19.36578947368421,0.9587024491922876,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,7,19.25,112.3,16.04285714285714,0.8333951762523191,1,0,0,0,0,0,1,0,0,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,46,55.65,2688.85,58.45326086956521,1.0503730614477127,3,0,0,1,1,1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0,12,78.3,909.25,75.77083333333333,0.9676990208599405,4,1,1,0,0,0,1,1,0,1,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,10,19.6,189.45,18.945,0.9665816326530612,1,0,0,0,0,1,0,0,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,9,73.8,704.3,78.25555555555555,1.060373381511593,3,1,1,0,0,0,1,1,0,0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,24,51.15,1275.7,53.15416666666667,1.0391821440208537,3,1,1,0,0,0,1,1,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,4,91.65,365.4,91.35,0.9967266775777412,5,1,1,1,1,0,1,1,1,0,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,46,84.25,3847.6,83.64347826086956,0.9928009289123984,5,2,1,0,0,0,1,0,0,0,1,0,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,67,92.45,6140.85,91.65447761194031,0.9913951066732319,6,3,1,1,1,1,0,1,0,0,1,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,14,80.45,1137.05,81.21785714285714,1.0095445263251355,7,2,1,2,1,0,0,0,1,1,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,44,19.6,780.25,17.732954545454547,0.9047425788497216,1,0,0,0,0,0,1,0,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,9,19.05,157.65,17.516666666666666,0.9195100612423447,1,0,0,0,0,0,1,0,0,0,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,81.95,81.95,81.95,1.0,3,0,0,1,1,0,1,1,0,0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,57,109.4,6252.7,109.69649122807017,1.0027101574777895,8,3,1,2,1,1,0,1,1,0,1,1,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,1,20.1,20.1,20.1,1.0,1,0,0,0,0,0,1,1,0,0,1,1,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,69,109.95,7634.25,110.6413043478261,1.006287442908832,8,3,1,2,1,0,0,1,1,0,1,1,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,65,109.3,7337.55,112.88538461538462,1.0328031529312407,8,3,1,2,1,0,0,0,1,1,1,0,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,52,91.6,4627.8,88.99615384615385,0.971573731944911,6,3,1,0,0,1,0,1,1,0,1,1,1,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
0,4,20.15,68.45,17.1125,0.8492555831265509,1,0,0,0,0,0,0,1,0,0,1,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,1,18.85,18.85,18.85,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,1,45.75,45.75,45.75,1.0,2,0,0,0,0,0,1,0,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,72,99.15,7422.1,103.08472222222223,1.0396845408191853,7,3,1,1,1,0,0,1,1,0,1,1,1,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
0,53,53.6,2879.2,54.32452830188679,1.013517319065052,6,4,1,1,1,0,0,1,0,0,0,1,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,72,67.2,4671.7,64.88472222222222,0.9655464616402115,7,4,1,2,1,1,0,0,0,1,0,0,1,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,2,69.65,145.15,72.575,1.0419956927494616,2,0,0,0,0,0,1,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
